code,name,requires,evolves_to,type,HP,stage,count,pack,subpack,illustrator,rarity,generation,pokedex_number,romaji_name,japanese_name,rarity_num
A3 224,Machoke,A1 143;A2b 037;A3 223,A1 145;A1 146;A1 263;A1 278;A2b 039;A3 225;A3 235;PA 055,Fighting,100.0,Stage 1,0,Celestial Guardians,Solgaleo,Shin Nagasawa,✸,1.0,67.0,Goriky,ゴーリキー,8.0
A3 225,Machamp,A1 143;A1 144;A2b 037;A2b 038;A3 223;A3 224,None,Fighting,150.0,Stage 2,0,Celestial Guardians,Solgaleo,Shin Nagasawa,✸,1.0,68.0,Kairiky,カイリキー,8.0
A3 226,Cubone,None,A1 152;A1 153;A1 264;A3 027;A3 160;A3 227;A3 236,Fighting,60.0,Basic,0,Celestial Guardians,Lunala,Sanosuke Sakuma,✸,1.0,104.0,Karakara,カラカラ,8.0
A3 227,Marowak,A1 151;A1 239;A3 089;A3 226,None,Fighting,100.0,Stage 1,0,Celestial Guardians,Lunala,Sanosuke Sakuma,✸,1.0,105.0,Garagara,ガラガラ,8.0
A3 228,Jigglypuff,None,A1 194;A1 195;A1 265;A1 279;A2b 061;A2b 078;A3 229;A3 237,Colorless,60.0,Basic,0,Celestial Guardians,Solgaleo,Tomowaka,✸,1.0,39.0,Purin,プリン,8.0
A3 229,Wigglytuff,A1 193;A2b 060;A3 228;PA 022,None,Colorless,100.0,Stage 1,0,Celestial Guardians,Solgaleo,Tomowaka,✸,1.0,40.0,Pukurin,プクリン,8.0
A3 230,Venusaur ex,A1 001;A1 002;A1 227;A3 210;A3 211;PA 023,None,Grass,190.0,Stage 2,0,Celestial Guardians,Solgaleo,PLANETA CG Works,✸✸,,,,,9.0
A3 231,Exeggutor ex,A1 021;A1a 001;A3 001;A3 213;PA 060,None,Grass,160.0,Stage 1,0,Celestial Guardians,Lunala,PLANETA CG Works,✸✸,,,,,9.0
A3 232,Blastoise ex,A1 053;A1 054;A1 232;A3 215;A3 216;PA 033,None,Water,180.0,Stage 2,0,Celestial Guardians,Lunala,PLANETA CG Works,✸✸,,,,,9.0
A3 233,Starmie ex,A1 074;A3 218,None,Water,130.0,Stage 1,0,Celestial Guardians,Solgaleo,PLANETA Igarashi,✸✸,,,,,9.0
A3 234,Gengar ex,A1 120;A1 121;A2a 031;A2a 032;A3 220;A3 221;PA 020,None,Psychic,170.0,Stage 2,0,Celestial Guardians,Lunala,PLANETA CG Works,✸✸,,,,,9.0
A3 235,Machamp ex,A1 143;A1 144;A2b 037;A2b 038;A3 223;A3 224,None,Fighting,180.0,Stage 2,0,Celestial Guardians,Solgaleo,PLANETA Igarashi,✸✸,,,,,9.0
A3 236,Marowak ex,A1 151;A1 239;A3 089;A3 226,None,Fighting,140.0,Stage 1,0,Celestial Guardians,Lunala,PLANETA Mochizuki,✸✸,,,,,9.0
A3 237,Wigglytuff ex,A1 193;A2b 060;A3 228;PA 022,None,Colorless,140.0,Stage 1,0,Celestial Guardians,Solgaleo,PLANETA CG Works,✸✸,,,,,9.0
A3 238,Lunala ex,A3 085;A3 086;A3 171;PA 067,None,Psychic,180.0,Stage 2,0,Celestial Guardians,Solgaleo;Lunala,PLANETA CG Works,♛,,,,,10.0
A3 239,Solgaleo ex,A3 085;A3 086;A3 171;PA 067,None,Metal,180.0,Stage 2,0,Celestial Guardians,Solgaleo;Lunala,PLANETA CG Works,♛,,,,,10.0
A3a 001,Petilil,None,A1 030;A3a 002,Grass,60.0,Basic,1,Celestial Guardians,Buzzwole,sui,◇,5.0,548.0,Churine,チュリネ,1.0
A3a 002,Lilligant,A1 029;A3a 001,None,Grass,110.0,Stage 1,1,Celestial Guardians,Buzzwole,Kagemaru Himeno,◇,5.0,549.0,Dredear,ドレディア,1.0
A3a 003,Rowlet,None,A3 011;A3a 004,Grass,60.0,Basic,4,Celestial Guardians,Buzzwole,Masakazu Fukuda,◇,7.0,722.0,Mokuroh,モクロー,1.0
A3a 004,Dartrix,A3 009;A3 010;A3a 003;A3a 070,A3 012;A3 180;A3 198;A3a 005,Grass,80.0,Stage 1,1,Celestial Guardians,Buzzwole,AKIRA EGAWA,◇◇,7.0,723.0,Fukuthrow,フクスロー,2.0
A3a 005,Decidueye,A3 009;A3 010;A3 011;A3a 003;A3a 004;A3a 070,None,Grass,130.0,Stage 2,0,Celestial Guardians,Buzzwole,Souichirou Gunjima,◇◇◇,7.0,724.0,Junaiper,ジュナイパー,3.0
A3a 006,Buzzwole ex,None,None,Grass,140.0,Basic,0,Celestial Guardians,Buzzwole,PLANETA Mochizuki,◇◇◇◇,,,,,4.0
A3a 007,Pheromosa,None,None,Grass,70.0,Basic,4,Celestial Guardians,Buzzwole,Shin Nagasawa,◇◇,7.0,795.0,Pheroache,フェローチェ,2.0
A3a 008,Kartana,None,None,Grass,60.0,Basic,0,Celestial Guardians,Buzzwole,nagimiso,◇,7.0,798.0,Kamiturugi,カミツルギ,1.0
A3a 009,Blacephalon,None,None,Fire,100.0,Basic,2,Celestial Guardians,Buzzwole,akagi,◇◇,,,,,2.0
A3a 010,Mantine,None,None,Water,90.0,Basic,2,Celestial Guardians,Buzzwole,Sanosuke Sakuma,◇,2.0,226.0,Mantain,マンタイン,1.0
A3a 011,Carvanha,None,A3a 012,Water,60.0,Basic,1,Celestial Guardians,Buzzwole,Hideki Ishikawa,◇,3.0,318.0,Kibanha,キバニア,1.0
A3a 012,Sharpedo,A3a 011,None,Water,90.0,Stage 1,0,Celestial Guardians,Buzzwole,Yumi,◇◇,3.0,319.0,Samehader,サメハダー,2.0
A3a 013,Shinx,None,A2 059;A3a 014,Electric,60.0,Basic,3,Celestial Guardians,Buzzwole,Sanosuke Sakuma,◇,4.0,403.0,Kolink,コリンク,1.0
A3a 014,Luxio,A2 058;A2 163;A3a 013,A2 060;A3a 015,Electric,80.0,Stage 1,0,Celestial Guardians,Buzzwole,Kouki Saitou,◇,4.0,404.0,Luxio,ルクシオ,1.0
A3a 015,Luxray,A2 058;A2 059;A2 163;A3a 013;A3a 014,None,Electric,130.0,Stage 2,1,Celestial Guardians,Buzzwole,Masakazu Fukuda,◇◇◇,4.0,405.0,Rentorar,レントラー,3.0
A3a 016,Blitzle,None,A1 106;A3a 017,Electric,60.0,Basic,1,Celestial Guardians,Buzzwole,Miki Tanaka,◇,5.0,522.0,Shimama,シママ,1.0
A3a 017,Zebstrika,A1 105;A3a 016,None,Electric,90.0,Stage 1,0,Celestial Guardians,Buzzwole,Hajime Kusajima,◇,5.0,523.0,Zebraika,ゼブライカ,1.0
A3a 018,Emolga,None,None,Electric,70.0,Basic,0,Celestial Guardians,Buzzwole,Naoki Saito,◇,5.0,587.0,Emonga,エモンガ,1.0
A3a 019,Tapu Koko ex,None,None,Electric,130.0,Basic,0,Celestial Guardians,Buzzwole,PLANETA Igarashi,◇◇◇◇,,,,,4.0
A3a 020,Xurkitree,None,None,Electric,100.0,Basic,1,Celestial Guardians,Buzzwole,Satoshi Shirai,◇◇,7.0,796.0,Denjyumoku,デンジュモク,2.0
A3a 021,Zeraora,None,None,Electric,90.0,Basic,0,Celestial Guardians,Buzzwole,kawayoo,◇◇◇,,,,,3.0
A3a 022,Clefairy,None,A1 114;A2a 030;A3a 023,Psychic,60.0,Basic,0,Celestial Guardians,Buzzwole,Sumiyoshi Kizuki,◇,1.0,35.0,Pippi,ピッピ,1.0
A3a 023,Clefable,A1 113;A2a 029;A3a 022;PA 016,None,Psychic,100.0,Stage 1,0,Celestial Guardians,Buzzwole,miki kudo,◇◇,1.0,36.0,Pixy,ピクシー,2.0
A3a 024,Phantump,None,A3 008;A3a 025,Psychic,70.0,Basic,1,Celestial Guardians,Buzzwole,sui,◇,6.0,708.0,Bokurei,ボクレー,1.0
A3a 025,Trevenant,A3 007;A3a 024,None,Psychic,120.0,Stage 1,3,Celestial Guardians,Buzzwole,Kouki Saitou,◇,6.0,709.0,Ohrot,オーロット,1.0
A3a 026,Morelull,None,A1a 008;A3 017;A3a 027,Psychic,50.0,Basic,0,Celestial Guardians,Buzzwole,Midori Harada,◇,7.0,755.0,Nemasyu,ネマシュ,1.0
A3a 027,Shiinotic,A1a 007;A3 016;A3 157;A3a 026,None,Psychic,90.0,Stage 1,0,Celestial Guardians,Buzzwole,kawayoo,◇◇◇,7.0,756.0,Mashade,マシェード,3.0
A3a 028,Meditite,None,A2a 044;A3a 029,Fighting,60.0,Basic,2,Celestial Guardians,Buzzwole,Yukiko Baba,◇,3.0,307.0,Asanan,アサナン,1.0
A3a 029,Medicham,A2a 043;A3a 028,None,Fighting,90.0,Stage 1,1,Celestial Guardians,Buzzwole,Misa Tsutsui,◇◇,3.0,308.0,Charem,チャーレム,2.0
A3a 030,Baltoy,None,A3a 031,Fighting,60.0,Basic,2,Celestial Guardians,Buzzwole,Uta,◇,3.0,343.0,Yajilon,ヤジロン,1.0
A3a 031,Claydol,A3a 030,None,Fighting,100.0,Stage 1,0,Celestial Guardians,Buzzwole,Satoshi Shirai,◇◇,3.0,344.0,Nendoll,ネンドール,2.0
A3a 032,Rockruff,None,A3 100;A3 101;A3a 033;A3a 078;A3a 085;PA 068,Fighting,60.0,Basic,0,Celestial Guardians,Buzzwole,match,◇,7.0,744.0,Iwanko,イワンコ,1.0
A3a 033,Lycanroc ex,A3 098;A3 099;A3 172;A3a 032,None,Fighting,150.0,Stage 1,0,Celestial Guardians,Buzzwole,PLANETA CG Works,◇◇◇◇,,,,,4.0
A3a 034,Passimian,None,None,Fighting,100.0,Basic,2,Celestial Guardians,Buzzwole,Naoki Saito,◇,7.0,766.0,Nagetukesaru,ナゲツケサル,1.0
A3a 035,Sandygast,None,A3 082;A3a 036,Fighting,80.0,Basic,2,Celestial Guardians,Buzzwole,Yuka Morii,◇,7.0,769.0,Sunaba,スナバァ,1.0
A3a 036,Palossand,A3 081;A3 169;A3a 035,None,Fighting,130.0,Stage 1,2,Celestial Guardians,Buzzwole,Hasuno,◇◇,7.0,770.0,Sirodethna,シロデスナ,2.0
A3a 037,Alolan Meowth,None,A3 109;A3a 038,Darkness,60.0,Basic,1,Celestial Guardians,Buzzwole,Sekio,◇,,,,,1.0
A3a 038,Alolan Persian,A3 108;A3a 037;A3a 073,None,Darkness,100.0,Stage 1,2,Celestial Guardians,Buzzwole,ryoma uratsuka,◇◇,,,,,2.0
A3a 039,Sandile,None,A3a 040,Darkness,70.0,Basic,0,Celestial Guardians,Buzzwole,Naoyo Kimura,◇,5.0,551.0,Meguroco,メグロコ,1.0
A3a 040,Krokorok,A3a 039,A3a 041,Darkness,90.0,Stage 1,1,Celestial Guardians,Buzzwole,Akira Komayama,◇,5.0,552.0,Waruvile,ワルビル,1.0
A3a 041,Krookodile,A3a 039;A3a 040,None,Darkness,140.0,Stage 2,0,Celestial Guardians,Buzzwole,Naoki Saito,◇◇,5.0,553.0,Waruvial,ワルビアル,2.0
A3a 042,Nihilego,None,None,Darkness,70.0,Basic,0,Celestial Guardians,Buzzwole,nagimiso,◇◇◇,7.0,793.0,Uturoid,ウツロイド,3.0
A3a 043,Guzzlord ex,None,None,Darkness,170.0,Basic,0,Celestial Guardians,Buzzwole,PLANETA Yamashita,◇◇◇◇,,,,,4.0
A3a 044,Poipole,None,A3a 045,Darkness,60.0,Basic,2,Celestial Guardians,Buzzwole,Shin Nagasawa,◇,,,,,1.0
A3a 045,Naganadel,A3a 044;PA 082,None,Darkness,100.0,Stage 1,0,Celestial Guardians,Buzzwole,Shin Nagasawa,◇◇◇,,,,,3.0
A3a 046,Alolan Diglett,None,A3 118,Metal,60.0,Basic,1,Celestial Guardians,Buzzwole,Megumi Mizutani,◇,,,,,1.0
A3a 047,Alolan Dugtrio ex,None,None,Metal,130.0,Stage 2,0,Celestial Guardians,Buzzwole,PLANETA CG Works,◇◇◇◇,,,,,4.0
A3a 048,Aron,None,A3a 049,Metal,70.0,Basic,1,Celestial Guardians,Buzzwole,Shigenori Negishi,◇,3.0,304.0,Cokodora,ココドラ,1.0
A3a 049,Lairon,A3a 048,A3a 050,Metal,100.0,Stage 1,0,Celestial Guardians,Buzzwole,Mizue,◇,3.0,305.0,Kodora,コドラ,1.0
A3a 050,Aggron,A3a 048;A3a 049,None,Metal,160.0,Stage 2,1,Celestial Guardians,Buzzwole,Satoshi Shirai,◇◇,3.0,306.0,Bossgodora,ボスゴドラ,2.0
A3a 051,Ferroseed,None,A3a 052,Metal,60.0,Basic,1,Celestial Guardians,Buzzwole,Midori Harada,◇,5.0,597.0,Tesseed,テッシード,1.0
A3a 052,Ferrothorn,A3a 051,None,Metal,110.0,Stage 1,0,Celestial Guardians,Buzzwole,Masakazu Fukuda,◇◇,5.0,598.0,Nutrey,ナットレイ,2.0
A3a 053,Stakataka,None,None,Metal,110.0,Basic,0,Celestial Guardians,Buzzwole,Anesaki Dynamic,◇◇,,,,,2.0
A3a 054,Lillipup,None,A3a 055,Colorless,60.0,Basic,1,Celestial Guardians,Buzzwole,Mizue,◇,5.0,506.0,Yorterrie,ヨーテリー,1.0
A3a 055,Herdier,A3a 054,A3a 056,Colorless,80.0,Stage 1,2,Celestial Guardians,Buzzwole,Midori Harada,◇,5.0,507.0,Herderrie,ハーデリア,1.0
A3a 056,Stoutland,A3a 054;A3a 055,None,Colorless,140.0,Stage 2,2,Celestial Guardians,Buzzwole,Atsuko Nishida,◇◇,5.0,508.0,Mooland,ムーランド,2.0
A3a 057,Stufful,None,A3 139;A3 178;A3a 058,Colorless,70.0,Basic,0,Celestial Guardians,Buzzwole,Sekio,◇,7.0,759.0,Nuikoguma,ヌイコグマ,1.0
A3a 058,Bewear,A3 138;A3a 057;PA 083,None,Colorless,120.0,Stage 1,1,Celestial Guardians,Buzzwole,Ryuta Fuse,◇◇,7.0,760.0,Kiteruguma,キテルグマ,2.0
A3a 059,Oranguru,None,None,Colorless,100.0,Basic,2,Celestial Guardians,Buzzwole,Kouki Saitou,◇,7.0,765.0,Yareyuutan,ヤレユータン,1.0
A3a 060,Type: Null,None,A3a 061;A3a 074,Colorless,80.0,Basic,1,Celestial Guardians,Buzzwole,match,◇◇,7.0,772.0,Type: Nullタイプ：ヌル,,2.0
A3a 061,Silvally,A3a 060,None,Colorless,110.0,Stage 1,0,Celestial Guardians,Buzzwole,Eske Yoshinob,◇◇◇,7.0,773.0,Silvady,シルヴァディ,3.0
A3a 062,Celesteela,None,None,Colorless,120.0,Basic,1,Celestial Guardians,Buzzwole,kawayoo,◇◇◇,7.0,797.0,Tekkaguya,テッカグヤ,3.0
A3a 063,Beast Wall,None,None,Item,,Basic,0,Celestial Guardians,Buzzwole,Toyste Beach,◇◇,,,,,2.0
A3a 064,Repel,None,None,Item,,Basic,1,Celestial Guardians,Buzzwole,Yoshinobu Saito,◇◇,,,,,2.0
A3a 065,Electrical Cord,None,None,Pokémon Tool,,Basic,1,Celestial Guardians,Buzzwole,Toyste Beach,◇◇,,,,,2.0
A3a 066,Beastite,None,None,Pokémon Tool,,Basic,1,Celestial Guardians,Buzzwole,inose yukie,◇◇,,,,,2.0
A3a 067,Gladion,None,None,Supporter,,Basic,1,Celestial Guardians,Buzzwole,hncl,◇◇,,,,,2.0
A3a 068,Looker,None,None,Supporter,,Basic,0,Celestial Guardians,Buzzwole,Hideki Ishikawa,◇◇,,,,,2.0
A3a 069,Lusamine,None,None,Supporter,,Basic,1,Celestial Guardians,Buzzwole,Taira Akitsu,◇◇,,,,,2.0
A3a 070,Rowlet,None,A3 011;A3a 004,Grass,60.0,Basic,0,Celestial Guardians,Buzzwole,OKACHEKE,☆,7.0,722.0,Mokuroh,モクロー,5.0
A3a 071,Pheromosa,None,None,Grass,70.0,Basic,0,Celestial Guardians,Buzzwole,matazo,☆,7.0,795.0,Pheroache,フェローチェ,5.0
A3a 072,Blacephalon,None,None,Fire,100.0,Basic,0,Celestial Guardians,Buzzwole,akagi,☆,,,,,5.0
A3a 073,Alolan Meowth,None,A3 109;A3a 038,Darkness,60.0,Basic,0,Celestial Guardians,Buzzwole,Mina Nakai,☆,,,,,5.0
A3a 074,Silvally,A3a 060,None,Colorless,110.0,Stage 1,0,Celestial Guardians,Buzzwole,hncl,☆,7.0,773.0,Silvady,シルヴァディ,5.0
A3a 075,Celesteela,None,None,Colorless,120.0,Basic,0,Celestial Guardians,Buzzwole,REND,☆,7.0,797.0,Tekkaguya,テッカグヤ,5.0
A3a 076,Buzzwole ex,None,None,Grass,140.0,Basic,0,Celestial Guardians,Buzzwole,PLANETA Mochizuki,☆☆,,,,,6.0
A3a 077,Tapu Koko ex,None,None,Electric,130.0,Basic,0,Celestial Guardians,Buzzwole,PLANETA Igarashi,☆☆,,,,,6.0
A3a 078,Lycanroc ex,A3 098;A3 099;A3 172;A3a 032,None,Fighting,150.0,Stage 1,0,Celestial Guardians,Buzzwole,PLANETA CG Works,☆☆,,,,,6.0
A3a 079,Guzzlord ex,None,None,Darkness,170.0,Basic,0,Celestial Guardians,Buzzwole,PLANETA Yamashita,☆☆,,,,,6.0
A3a 080,Alolan Dugtrio ex,None,None,Metal,130.0,Stage 1,0,Celestial Guardians,Buzzwole,PLANETA CG Works,☆☆,,,,,6.0
A3a 081,Gladion,None,None,Supporter,,Basic,0,Celestial Guardians,Buzzwole,hncl,☆☆,,,,,6.0
A3a 082,Looker,None,None,Supporter,,Basic,0,Celestial Guardians,Buzzwole,Hideki Ishikawa,☆☆,,,,,6.0
A3a 083,Lusamine,None,None,Supporter,,Basic,0,Celestial Guardians,Buzzwole,Taira Akitsu,☆☆,,,,,6.0
A3a 084,Tapu Koko ex,None,None,Electric,130.0,Basic,0,Celestial Guardians,Buzzwole,Dsuke,☆☆,,,,,6.0
A3a 085,Lycanroc ex,A3 098;A3 099;A3 172;A3a 032,None,Fighting,150.0,Stage 1,0,Celestial Guardians,Buzzwole,Jiro Sasumo,☆☆,,,,,6.0
A3a 086,Guzzlord ex,None,None,Darkness,170.0,Basic,0,Celestial Guardians,Buzzwole,Nurikabe,☆☆,,,,,6.0
A3a 087,Alolan Dugtrio ex,None,None,Metal,130.0,Stage 1,0,Celestial Guardians,Buzzwole,KEIICHIRO ITO,☆☆,,,,,6.0
A3a 088,Buzzwole ex,None,None,Grass,140.0,Basic,1,Celestial Guardians,Buzzwole,akagi,☆☆☆,,,,,7.0
A3a 089,Growlithe,None,A1 040;A1 041;A1 254;A3 026;A3a 090;A3a 100,Fire,70.0,Basic,0,Celestial Guardians,Buzzwole,Saya Tsuruta,✸,1.0,58.0,Gardie,ガーディ,8.0
A3a 090,Arcanine,A1 039;A3 025;A3a 089,None,Fire,130.0,Stage 1,0,Celestial Guardians,Buzzwole,Saya Tsuruta,✸,1.0,59.0,Windie,ウインディ,8.0
A3a 091,Froakie,None,A1 088;A3a 092,Water,60.0,Basic,0,Celestial Guardians,Buzzwole,Souichirou Gunjima,✸,6.0,656.0,Keromatsu,ケロマツ,8.0
A3a 092,Frogadier,A1 087;A3a 091;PA 061,A1 089;A3a 093;PA 019,Water,80.0,Stage 1,0,Celestial Guardians,Buzzwole,Souichirou Gunjima,✸,6.0,657.0,Gekogashira,ゲコガシラ,8.0
A3a 093,Greninja,A1 087;A1 088;A3a 091;A3a 092;PA 061,None,Water,120.0,Stage 2,0,Celestial Guardians,Buzzwole,Souichirou Gunjima,✸,6.0,658.0,Gekkouga,ゲッコウガ,8.0
A3a 094,Jynx,None,None,Psychic,80.0,Basic,0,Celestial Guardians,Buzzwole,MAHOU,✸,1.0,124.0,Rougela,ルージュラ,8.0
A3a 095,Pidgey,None,A1 187;A1a 058;A3a 096,Colorless,60.0,Basic,0,Celestial Guardians,Buzzwole,Misa Tsutsui,✸,1.0,16.0,Poppo,ポッポ,8.0
A3a 096,Pidgeotto,A1 186;A1a 057;A3a 095,A1 188;A1 245;A1a 059;A1a 079;A3a 097;A3a 102,Colorless,80.0,Stage 1,0,Celestial Guardians,Buzzwole,Misa Tsutsui,✸,1.0,17.0,Pigeon,ピジョン,8.0
A3a 097,Pidgeot,A1 186;A1 187;A1a 057;A1a 058;A3a 095;A3a 096,None,Colorless,130.0,Stage 2,0,Celestial Guardians,Buzzwole,Misa Tsutsui,✸,1.0,18.0,Pigeot,ピジョット,8.0
A3a 098,Aerodactyl,A1 218;A1a 063,None,Colorless,100.0,Stage 1,0,Celestial Guardians,Buzzwole,Masakazu Fukuda,✸,1.0,142.0,Ptera,プテラ,8.0
A3a 099,Celebi ex,None,None,Grass,130.0,Basic,0,Celestial Guardians,Buzzwole,PLANETA CG Works,✸✸,,,,,9.0
A3a 100,Arcanine ex,A1 039;A3 025;A3a 089,None,Fire,150.0,Stage 1,1,Celestial Guardians,Buzzwole,PLANETA Saito,✸✸,,,,,9.0
A3a 101,Aerodactyl ex,A1 218;A1a 063,None,Colorless,140.0,Stage 1,0,Celestial Guardians,Buzzwole,PLANETA CG Works,✸✸,,,,,9.0
A3a 102,Pidgeot ex,A1 186;A1 187;A1a 057;A1a 058;A3a 095;A3a 096,None,Colorless,170.0,Stage 2,0,Celestial Guardians,Buzzwole,PLANETA CG Works,✸✸,,,,,9.0
A3a 103,Nihilego,None,None,Darkness,70.0,Basic,0,Celestial Guardians,Buzzwole,PLANETA Yamashita,♛,7.0,793.0,Uturoid,ウツロイド,10.0
A3b 001,Tropius,None,None,Grass,100.0,Basic,3,Celestial Guardians,Eevee,Oswaldo KATO,◇◇,3.0,357.0,Tropius,トロピウス,2.0
A3b 002,Leafeon,A1 206;A1 207;A1 208;A1 248;A1a 061;A2 126;A2a 062;A3b 055;A3b 056;A3b 078;A3b 083;A3b 092;PA 030;PA 092,None,Grass,90.0,Stage 1,2,Celestial Guardians,Eevee,chibi,◇◇◇,4.0,470.0,Leafia,リーフィア,3.0
A3b 003,Bounsweet,None,A3 019;A3b 004,Grass,60.0,Basic,5,Celestial Guardians,Eevee,Yuka Morii,◇,7.0,761.0,Amakaji,アマカジ,1.0
A3b 004,Steenee,A3 018;A3b 003,A3 020;A3 158;A3b 005,Grass,80.0,Stage 1,9,Celestial Guardians,Eevee,Tomokazu Komiya,◇,7.0,762.0,Amamaiko,アママイコ,1.0
A3b 005,Tsareena,A3 018;A3 019;A3b 003;A3b 004,None,Grass,140.0,Stage 2,2,Celestial Guardians,Eevee,Naoki Saito,◇◇,7.0,763.0,Amajo,アマージョ,2.0
A3b 006,Applin,None,A3b 007,Grass,40.0,Basic,7,Celestial Guardians,Eevee,Kagemaru Himeno,◇,,,,,1.0
A3b 007,Appletun,A3b 006,None,Grass,90.0,Stage 1,2,Celestial Guardians,Eevee,Akira Komayama,◇◇,,,,,2.0
A3b 008,Flareon,A1 206;A1 207;A1 208;A1 248;A1a 061;A2 126;A2a 062;A3b 055;A3b 056;A3b 078;A3b 083;A3b 092;PA 030;PA 092,None,Fire,110.0,Stage 1,0,Celestial Guardians,Eevee,Eri Yamaki,◇◇◇,1.0,136.0,Booster,ブースター,3.0
A3b 009,Flareon ex,A1 206;A1 207;A1 208;A1 248;A1a 061;A2 126;A2a 062;A3b 055;A3b 056;A3b 078;A3b 083;A3b 092;PA 030;PA 092,None,Fire,150.0,Stage 1,1,Celestial Guardians,Eevee,PLANETA CG Works,◇◇◇◇,,,,,4.0
A3b 010,Torkoal,None,None,Fire,100.0,Basic,3,Celestial Guardians,Eevee,sui,◇,3.0,324.0,Cotoise,コータス,1.0
A3b 011,Litten,None,A3 032;A3b 012,Fire,70.0,Basic,5,Celestial Guardians,Eevee,0313,◇,7.0,725.0,Nyabby,ニャビー,1.0
A3b 012,Torracat,A3 030;A3 031;A3b 011,A3 033;A3 182;A3 200;A3b 013,Fire,80.0,Stage 1,6,Celestial Guardians,Eevee,Shin Nagasawa,◇,7.0,726.0,Nyaheat,ニャヒート,1.0
A3b 013,Incineroar,A3 030;A3 031;A3 032;A3b 011;A3b 012,None,Fire,150.0,Stage 2,3,Celestial Guardians,Eevee,Hitoshi Ariga,◇◇,7.0,727.0,Gaogaen,ガオガエン,2.0
A3b 014,Salandit,None,A1 050;A1a 016;A3 036;A3b 015,Fire,60.0,Basic,1,Celestial Guardians,Eevee,tetsuya koizumi,◇,7.0,757.0,Yatoumori,ヤトウモリ,1.0
A3b 015,Salazzle,A1 049;A1a 015;A1a 071;A3 035;A3b 014,None,Fire,90.0,Stage 1,3,Celestial Guardians,Eevee,Shibuzoh.,◇◇,7.0,758.0,Ennewt,エンニュート,2.0
A3b 016,Vaporeon,A1 206;A1 207;A1 208;A1 248;A1a 061;A2 126;A2a 062;A3b 055;A3b 056;A3b 078;A3b 083;A3b 092;PA 030;PA 092,None,Water,120.0,Stage 1,2,Celestial Guardians,Eevee,sui,◇◇◇,1.0,134.0,Showers,シャワーズ,3.0
A3b 017,Glaceon,A1 206;A1 207;A1 208;A1 248;A1a 061;A2 126;A2a 062;A3b 055;A3b 056;A3b 078;A3b 083;A3b 092;PA 030;PA 092,None,Water,100.0,Stage 1,2,Celestial Guardians,Eevee,Mizue,◇◇◇,4.0,471.0,Glacia,グレイシア,3.0
A3b 018,Vanillite,None,A3b 019,Water,60.0,Basic,2,Celestial Guardians,Eevee,MAHOU,◇,5.0,582.0,Vanipeti,バニプッチ,1.0
A3b 019,Vanillish,A3b 018;PA 085,A3b 020,Water,80.0,Stage 1,5,Celestial Guardians,Eevee,Shin Nagasawa,◇,5.0,583.0,Vanirich,バニリッチ,1.0
A3b 020,Vanilluxe,A3b 018;A3b 019;PA 085,None,Water,140.0,Stage 2,3,Celestial Guardians,Eevee,Ayaka Yoshida,◇◇,5.0,584.0,Baivanilla,バイバニラ,2.0
A3b 021,Alomomola,None,None,Water,110.0,Basic,5,Celestial Guardians,Eevee,Miki Tanaka,◇,5.0,594.0,Mamanbou,ママンボウ,1.0
A3b 022,Popplio,None,A3 047;A3b 023,Water,70.0,Basic,4,Celestial Guardians,Eevee,match,◇,7.0,728.0,Ashimari,アシマリ,1.0
A3b 023,Brionne,A3 045;A3 046;A3b 022,A3 048,Water,90.0,Stage 1,3,Celestial Guardians,Eevee,Atsuko Nishida,◇,7.0,729.0,Osyamari,オシャマリ,1.0
A3b 024,Primarina ex,None,None,Water,180.0,Stage 2,1,Celestial Guardians,Eevee,PLANETA CG Works,◇◇◇◇,,,,,4.0
A3b 025,Jolteon,A1 206;A1 207;A1 208;A1 248;A1a 061;A2 126;A2a 062;A3b 055;A3b 056;A3b 078;A3b 083;A3b 092;PA 030;PA 092,None,Electric,90.0,Stage 1,3,Celestial Guardians,Eevee,Sanosuke Sakuma,◇◇◇,1.0,135.0,Thunders,サンダース,3.0
A3b 026,Joltik,None,A1a 029;A3b 027,Electric,40.0,Basic,5,Celestial Guardians,Eevee,Kouki Saitou,◇,5.0,595.0,Bachuru,バチュル,1.0
A3b 027,Galvantula,A1a 028;A3b 026,None,Electric,80.0,Stage 1,4,Celestial Guardians,Eevee,otumami,◇◇,5.0,596.0,Dentula,デンチュラ,2.0
A3b 028,Espeon,A1 206;A1 207;A1 208;A1 248;A1a 061;A2 126;A2a 062;A3b 055;A3b 056;A3b 078;A3b 083;A3b 092;PA 030;PA 092,None,Psychic,100.0,Stage 1,5,Celestial Guardians,Eevee,Ryota Murayama,◇◇◇,2.0,196.0,Eifie,エーフィ,3.0
A3b 029,Woobat,None,A1 134;A3b 030,Psychic,60.0,Basic,5,Celestial Guardians,Eevee,match,◇,5.0,527.0,Koromori,コロモリ,1.0
A3b 030,Swoobat,A1 133;A3b 029,None,Psychic,100.0,Stage 1,5,Celestial Guardians,Eevee,Shigenori Negishi,◇◇,5.0,528.0,Kokoromori,ココロモリ,2.0
A3b 031,Swirlix,None,A1a 040;A3b 032,Psychic,60.0,Basic,4,Celestial Guardians,Eevee,MAHOU,◇,6.0,684.0,Peroppafu,ペロッパフ,1.0
